0.120480,0.016352,0.017568,0.015264
0.020416,0.017120,0.014560,0.013984
0.021600,0.014848,0.015584,0.017088
0.020064,0.015584,0.015584,0.015488
0.019328,0.017664,0.015360,0.016352
0.016192,0.015392,0.015424,0.016448
0.014144,0.015456,0.014816,0.013856
0.017376,0.017152,0.014464,0.013696
0.016992,0.017312,0.014304,0.014336
0.014016,0.016928,0.016096,0.013952
0.014720,0.019616,0.014592,0.015488
0.012160,0.017248,0.014336,0.015136
0.013408,0.017760,0.014304,0.015072
0.013472,0.021440,0.015904,0.016704
0.012576,0.019264,0.014592,0.014240
0.010240,0.018112,0.014976,0.013856
0.007456,0.019936,0.015520,0.014816
0.019360,0.021952,0.016512,0.015040
0.014144,0.021056,0.014784,0.014720
0.016224,0.021536,0.015296,0.026624
0.016448,0.020544,0.015296,0.014848
0.014080,0.021536,0.014688,0.014784
0.016032,0.022176,0.015744,0.014880
0.012864,0.023136,0.015360,0.015136
0.015904,0.023936,0.016864,0.015040
0.014336,0.023968,0.016800,0.014912
0.014976,0.022880,0.015424,0.014944
0.011200,0.025504,0.015456,0.015360
0.011808,0.023936,0.015584,0.016480
0.012160,0.023392,0.015008,0.015232
0.013152,0.025952,0.014912,0.016608
0.010976,0.024288,0.017760,0.017376
0.011776,0.026240,0.016480,0.024960
0.009952,0.025312,0.016320,0.015840
0.012768,0.027552,0.018464,0.016288
0.010208,0.026176,0.017984,0.015936
0.010368,0.026624,0.018048,0.016512
0.010208,0.026976,0.019360,0.016960
0.010144,0.027616,0.016736,0.016704
0.013024,0.027296,0.019552,0.016832
0.012192,0.028192,0.017120,0.018816
0.011328,0.028128,0.016192,0.016576
0.012480,0.028256,0.016512,0.017600
0.012832,0.028544,0.018016,0.015936
0.012544,0.029216,0.018304,0.016000
0.011200,0.030144,0.016992,0.016384
0.017792,0.031392,0.016800,0.016160
0.016480,0.030624,0.017408,0.018112
0.015712,0.030784,0.018944,0.018144
0.011680,0.030816,0.017120,0.016288
0.017632,0.033056,0.017504,0.016864
0.015520,0.031712,0.017440,0.017536
0.013824,0.032480,0.017760,0.017504
0.015840,0.033312,0.017344,0.016768
0.016640,0.033344,0.017536,0.016736
0.013056,0.032992,0.017376,0.018880
0.013952,0.033536,0.017184,0.017376
0.014848,0.034592,0.018496,0.016896
0.013184,0.035392,0.019488,0.017120
0.013472,0.034944,0.018368,0.017088
0.013216,0.036256,0.019680,0.017792
0.013152,0.037024,0.019680,0.017632
0.013056,0.037472,0.019328,0.018944
0.015296,0.035872,0.018784,0.019840
0.014048,0.036480,0.020672,0.020640
0.012480,0.036704,0.018528,0.019264
0.013600,0.037600,0.019168,0.018976
0.014240,0.039200,0.021088,0.018304
0.013888,0.037632,0.019584,0.019648
0.014272,0.038368,0.018496,0.018816
0.014016,0.038624,0.019040,0.018560
0.012480,0.039104,0.019104,0.021024
0.013856,0.039424,0.019328,0.018624
0.012416,0.039840,0.020128,0.019360
0.020640,0.041760,0.019840,0.019520
0.013760,0.040896,0.021344,0.019776
0.020864,0.041024,0.019840,0.021920
0.022048,0.041344,0.020224,0.019520
0.018400,0.042528,0.020512,0.020416
0.020928,0.041888,0.020736,0.019648
0.019776,0.042560,0.021952,0.019424
0.017312,0.042784,0.020608,0.021536
0.021344,0.045088,0.020736,0.021440
0.017344,0.043936,0.020704,0.020576
0.020352,0.046112,0.020704,0.021600
0.021792,0.044320,0.020384,0.019552
0.018176,0.046368,0.020576,0.022112
0.022464,0.047200,0.020128,0.021824
0.019712,0.045280,0.020896,0.020288
0.019456,0.047264,0.022944,0.020224
0.016928,0.046048,0.021248,0.020704
0.021504,0.048352,0.022080,0.020256
0.015232,0.046720,0.020384,0.020032
0.018112,0.049152,0.023456,0.020800
0.016032,0.047936,0.022304,0.020864
0.016128,0.047264,0.022208,0.021184
0.016064,0.048512,0.022112,0.021664
0.016768,0.048896,0.021568,0.021184
0.015424,0.050784,0.022496,0.021568
0.017248,0.049920,0.021984,0.021184
0.015040,0.049664,0.022048,0.020992
0.016160,0.050176,0.022304,0.021248
0.015360,0.050880,0.021920,0.021760
0.022784,0.052064,0.022016,0.021984
0.020640,0.051104,0.022976,0.022336
0.022528,0.051680,0.024416,0.021792
0.022112,0.052032,0.024256,0.021888
0.020704,0.053760,0.024160,0.021216
0.023392,0.058432,0.023392,0.022624
0.020672,0.052512,0.024896,0.023616
0.023968,0.054816,0.022720,0.023552
0.019456,0.053440,0.023008,0.022272
0.020480,0.053856,0.022976,0.022144
0.017248,0.054336,0.022304,0.021856
0.019232,0.054752,0.023136,0.021376
0.017344,0.055168,0.023488,0.021792
0.021600,0.057408,0.023648,0.023872
0.018656,0.056352,0.025088,0.023392
0.018368,0.057504,0.025184,0.022080
0.017696,0.056032,0.023264,0.022080
0.015776,0.056352,0.023488,0.021920
0.017632,0.057568,0.025248,0.022112
0.016224,0.056832,0.023296,0.023648
0.023680,0.059296,0.025088,0.023840
0.020320,0.059904,0.024704,0.022560
0.017376,0.059072,0.024448,0.024352
0.025760,0.058656,0.025984,0.022976
0.017856,0.058912,0.024640,0.025408
0.019328,0.059424,0.026272,0.024192
0.023040,0.061280,0.026560,0.022624
0.017312,0.060736,0.025440,0.022944
0.025696,0.059968,0.024672,0.023008
0.020608,0.062944,0.025216,0.024096
0.023872,0.061056,0.025504,0.022784
0.024192,0.061376,0.024768,0.022176
0.021952,0.061728,0.026656,0.024032
0.022336,0.062400,0.025184,0.023296
0.023968,0.063712,0.024800,0.023456
0.022688,0.064480,0.025472,0.023232
0.022560,0.063520,0.027456,0.023040
0.022752,0.063904,0.026976,0.023584
0.024352,0.065376,0.025376,0.022560
0.021600,0.064096,0.024736,0.032000
0.019424,0.065536,0.025152,0.023104
0.021344,0.065536,0.024512,0.023136
0.019040,0.063840,0.024256,0.022048
0.027136,0.064288,0.025888,0.023104
0.027296,0.064448,0.026112,0.025056
0.024352,0.066848,0.024928,0.022592
0.026528,0.067552,0.024704,0.024480
0.021728,0.065248,0.024096,0.021440
0.024320,0.066272,0.033472,0.022368
0.020576,0.065888,0.023968,0.021600
0.023520,0.066208,0.024416,0.023968
0.021568,0.066624,0.025216,0.022720
0.020224,0.067168,0.024640,0.021728
0.020608,0.068160,0.026848,0.021888
0.019424,0.067520,0.024416,0.022720
0.021216,0.068256,0.025248,0.022848
0.020512,0.067680,0.027232,0.024800
0.021696,0.069024,0.025856,0.024672
0.020256,0.068448,0.025920,0.024000
0.020800,0.069088,0.025536,0.022976
0.023136,0.070112,0.026080,0.026400
0.020736,0.069184,0.027840,0.025568
0.027872,0.070560,0.025216,0.023488
0.021472,0.073056,0.026176,0.023520
0.020608,0.071296,0.024768,0.022752
0.022048,0.071104,0.027456,0.025856
0.026240,0.073696,0.026112,0.024320
0.024832,0.071840,0.025376,0.023648
0.028064,0.074752,0.026112,0.024992
0.025376,0.075296,0.028224,0.024192
0.024352,0.073952,0.025504,0.022624
0.024992,0.075584,0.027968,0.023424
0.024128,0.073088,0.028192,0.025600
0.024704,0.075008,0.028096,0.023552
0.025120,0.074400,0.025344,0.025120
0.022976,0.075168,0.028128,0.025440
0.023328,0.074720,0.028256,0.024288
0.020288,0.075968,0.026336,0.023680
0.023872,0.077952,0.025344,0.026336
0.023136,0.075392,0.028160,0.025536
0.021376,0.075392,0.026944,0.024256
0.022816,0.077600,0.027008,0.023680
0.021472,0.077280,0.027936,0.024768
0.024544,0.079648,0.027488,0.024928
0.021792,0.077632,0.026944,0.023648
0.023488,0.079008,0.027840,0.023744
0.023008,0.079168,0.030432,0.025088
0.030944,0.078912,0.027584,0.025536
0.028704,0.079744,0.029696,0.023680
0.028256,0.080032,0.027616,0.025088
0.029056,0.080384,0.029632,0.027200
0.030368,0.080576,0.029632,0.027168
0.027648,0.080160,0.027744,0.026144
0.028672,0.081568,0.029760,0.027008
0.027168,0.081824,0.028384,0.027712
0.028512,0.082656,0.029696,0.025088
0.026816,0.082944,0.029600,0.025984
0.028320,0.083968,0.028544,0.024768
0.024608,0.085120,0.028384,0.025536
0.025792,0.085504,0.028640,0.025760
0.029376,0.084128,0.028448,0.025856
0.024000,0.084064,0.027520,0.024352
0.026272,0.084288,0.030336,0.027744
0.023840,0.084608,0.030592,0.025312
0.023968,0.085312,0.030464,0.024352
0.023040,0.084768,0.029760,0.025920
0.023232,0.084672,0.027712,0.025184
0.025792,0.086240,0.028608,0.025728
0.024384,0.087008,0.030560,0.026816
0.026016,0.086976,0.028288,0.027328
0.029312,0.089216,0.030592,0.026560
0.023040,0.087488,0.027648,0.025248
0.032352,0.089408,0.029088,0.026656
0.030304,0.088288,0.031200,0.026848
0.032608,0.090432,0.030048,0.026880
0.030208,0.089536,0.030624,0.028064
0.027680,0.088128,0.029952,0.028640
0.028288,0.088704,0.029312,0.026048
0.030496,0.089952,0.029280,0.026368
0.032032,0.091264,0.030848,0.028736
0.029312,0.090528,0.031904,0.029440
0.028448,0.093024,0.030304,0.026208
0.027744,0.091488,0.030208,0.027488
0.027296,0.091296,0.029536,0.028832
0.026048,0.091680,0.029376,0.025888
0.029376,0.092704,0.029760,0.026208
0.024672,0.095072,0.030272,0.027264
0.027008,0.093408,0.029536,0.028736
0.026656,0.093632,0.032480,0.027200
0.027520,0.093696,0.032192,0.027456
0.025088,0.094016,0.030816,0.027616
0.025536,0.094848,0.030528,0.027872
0.027936,0.093888,0.030176,0.026784
0.027936,0.096096,0.030592,0.027488
0.026528,0.097216,0.030400,0.028064
0.034176,0.094944,0.032832,0.027680
0.026560,0.095936,0.032832,0.029600
0.031232,0.098688,0.030880,0.029696
0.032800,0.098912,0.030784,0.029568
0.033312,0.096128,0.033024,0.030400
0.029408,0.097536,0.032736,0.027936
0.029568,0.097568,0.033216,0.029472
0.028704,0.097888,0.030048,0.027488
0.030944,0.098176,0.031648,0.028608
0.030912,0.099040,0.031744,0.028352
0.029632,0.100800,0.033920,0.030784
0.031520,0.101056,0.032320,0.028928
0.030304,0.099808,0.032544,0.028320
0.028544,0.100704,0.032224,0.042848
0.031488,0.101600,0.032384,0.028800
0.028000,0.101600,0.034720,0.028960
0.029728,0.101632,0.031840,0.039392
0.029504,0.103360,0.032128,0.029600
0.028192,0.102368,0.032672,0.028800
0.029536,0.104160,0.034336,0.037664
0.030624,0.104512,0.032704,0.029792
0.027776,0.103360,0.034496,0.029664
0.027136,0.105472,0.031840,0.029184
0.026624,0.102464,0.034528,0.029216
0.027872,0.104288,0.034080,0.028928
0.026784,0.103456,0.031264,0.030656
0.027296,0.104288,0.032544,0.029472
0.027584,0.105152,0.032288,0.029920
0.026816,0.104608,0.032544,0.029824
0.029248,0.105184,0.032640,0.029216
0.032000,0.106240,0.031968,0.029248
0.028896,0.105760,0.031808,0.028416
0.028160,0.106080,0.032384,0.030016
0.029728,0.107104,0.032192,0.029504
0.029888,0.106816,0.033280,0.030752
0.033856,0.107264,0.032768,0.030304
0.032928,0.107808,0.032416,0.030720
0.031904,0.108576,0.032256,0.030528
0.031680,0.108864,0.033632,0.030624
0.032768,0.108992,0.035872,0.030528
0.031040,0.109504,0.036832,0.031808
0.032384,0.110144,0.035360,0.032512
0.036512,0.112352,0.036224,0.032736
0.030720,0.110752,0.035040,0.032832
0.035072,0.111872,0.036640,0.032640
0.035808,0.112256,0.034912,0.031936
0.035680,0.112480,0.035232,0.032448
0.036032,0.112224,0.035136,0.030432
0.035424,0.111072,0.034976,0.031552
0.029568,0.113600,0.035008,0.033568
0.029472,0.114080,0.035552,0.031456
0.031328,0.114784,0.034848,0.032320
0.029248,0.114496,0.036928,0.030272
0.029504,0.116224,0.035360,0.031232
0.029344,0.115552,0.034784,0.032384
0.031424,0.114496,0.034720,0.030720
0.031808,0.116064,0.034624,0.032032
0.032288,0.114528,0.034208,0.033600
0.030176,0.115840,0.037184,0.032256
0.031104,0.117312,0.035232,0.033440
0.030368,0.116672,0.035488,0.034240
0.030208,0.115968,0.034272,0.032192
0.033312,0.119744,0.035232,0.034592
0.030464,0.117248,0.034336,0.032448
0.032384,0.118528,0.035456,0.033504
0.034080,0.118432,0.035296,0.031616
0.033024,0.131328,0.035616,0.031008
0.031872,0.118592,0.035680,0.031808
0.032672,0.119296,0.034624,0.032384
0.031872,0.119872,0.038272,0.032800
0.034112,0.120320,0.036224,0.033792
0.034240,0.122144,0.037024,0.033696
0.036864,0.122208,0.038240,0.032896
0.036416,0.122240,0.038304,0.034272
0.036320,0.122208,0.037248,0.032640
0.033408,0.121728,0.035328,0.033120
0.030816,0.122304,0.035680,0.032544
0.036256,0.122464,0.036928,0.034944
0.039296,0.123328,0.037024,0.033024
0.036512,0.123392,0.036960,0.035232
0.036704,0.124160,0.037088,0.032192
0.029568,0.124256,0.037824,0.032352
0.030336,0.123328,0.036576,0.032224
0.030464,0.124800,0.036256,0.033696
0.036736,0.125376,0.037696,0.034688
0.032064,0.125728,0.036736,0.033664
0.034208,0.125856,0.038944,0.033984
0.030848,0.126208,0.039104,0.033344
0.031712,0.126016,0.036224,0.033472
0.030432,0.126496,0.036384,0.034400
0.033280,0.128960,0.037024,0.034016
0.033504,0.129440,0.037792,0.035776
0.036448,0.129344,0.039104,0.033216
0.035840,0.130208,0.037536,0.033600
0.032640,0.128064,0.036320,0.033120
0.031744,0.128000,0.036256,0.032768
0.033472,0.129024,0.039520,0.033696
0.032480,0.129408,0.037504,0.034496
0.033600,0.129952,0.038752,0.035744
0.033504,0.129920,0.037120,0.033920
0.035168,0.129728,0.037248,0.033824
0.032928,0.130848,0.040832,0.036512
0.037088,0.131552,0.038656,0.034432
0.037920,0.132480,0.039264,0.034400
0.038784,0.132192,0.038400,0.034656
0.038048,0.132096,0.037984,0.035264
0.033184,0.133024,0.040576,0.034400
0.038848,0.133344,0.041216,0.035232
0.038400,0.134976,0.039264,0.034272
0.032256,0.134080,0.038624,0.034720
0.037664,0.136544,0.040032,0.036032
0.034304,0.135488,0.039392,0.036768
0.039040,0.136704,0.039904,0.034624
0.039488,0.137952,0.038304,0.034752
0.035904,0.135232,0.039904,0.035232
0.039872,0.135392,0.039264,0.036160
0.035488,0.137280,0.038880,0.035840
0.035168,0.139104,0.038720,0.033984
0.033728,0.136256,0.039616,0.034624
0.033568,0.137408,0.039744,0.038176
0.034784,0.137632,0.041376,0.037600
0.033120,0.136864,0.055264,0.038656
0.036128,0.138080,0.039072,0.035392
0.033984,0.137984,0.039552,0.036960
0.033184,0.141056,0.040448,0.036832
0.034560,0.139424,0.039776,0.034848
0.032544,0.139520,0.041120,0.036032
0.035296,0.139296,0.040352,0.036352
0.034272,0.142240,0.040448,0.038272
0.034208,0.140640,0.040960,0.035680
0.038240,0.140832,0.040384,0.038208
0.036672,0.143456,0.040864,0.038656
0.038720,0.143872,0.040224,0.035712
0.034400,0.142752,0.040992,0.037056
0.039488,0.144256,0.043008,0.037696
0.036032,0.142944,0.041248,0.035968
0.038208,0.143168,0.040352,0.038464
0.036288,0.143360,0.043104,0.039168
0.037472,0.143968,0.041088,0.037472
0.034144,0.144992,0.040928,0.036128
0.040288,0.145056,0.040800,0.036800
0.041120,0.145920,0.041792,0.039616
0.038880,0.145152,0.040512,0.035680
0.039424,0.145792,0.041856,0.039648
0.040032,0.147232,0.042016,0.036960
0.038528,0.148576,0.041024,0.036864
0.041824,0.147136,0.042080,0.037664
0.036864,0.147264,0.041248,0.037920
0.040704,0.148992,0.041344,0.040224
0.034560,0.149216,0.040448,0.038176
0.040672,0.148128,0.042336,0.039744
0.037504,0.148640,0.042016,0.037120
0.034528,0.151200,0.041184,0.037600
0.034592,0.149056,0.043808,0.038656
0.035552,0.148768,0.040928,0.037888
0.038880,0.149728,0.044032,0.036544
0.041280,0.150432,0.041728,0.036768
0.040000,0.149824,0.040832,0.039776
0.037952,0.151264,0.041696,0.038944
0.039776,0.151136,0.042624,0.038272
0.036960,0.151136,0.042560,0.037856
0.037856,0.151360,0.042560,0.038592
0.038656,0.152864,0.042528,0.037184
0.041472,0.153440,0.045408,0.038432
0.038784,0.154496,0.043264,0.038464
0.039296,0.152224,0.043328,0.038784
0.039136,0.155616,0.043232,0.040384
0.038592,0.155360,0.043648,0.037792
0.039648,0.156032,0.046240,0.040544
0.039648,0.155296,0.045280,0.040320
0.038336,0.155552,0.042944,0.041408
0.040448,0.155712,0.045568,0.040032
0.042080,0.155104,0.042624,0.037920
0.041856,0.156064,0.044128,0.039200
0.040448,0.156768,0.043520,0.039072
0.038592,0.158592,0.044096,0.039136
0.041024,0.157152,0.044224,0.039520
0.036800,0.157504,0.044960,0.037504
0.040064,0.159552,0.044064,0.040800
0.040608,0.158560,0.043616,0.040704
0.040928,0.159936,0.044096,0.041952
0.037440,0.158880,0.046784,0.039296
0.037280,0.157792,0.043040,0.041728
0.039040,0.160416,0.046016,0.040736
0.037792,0.159296,0.043232,0.040800
0.038240,0.161120,0.045440,0.040192
0.036992,0.160224,0.044320,0.040064
0.038528,0.163104,0.046592,0.041856
0.038464,0.161984,0.043456,0.038336
0.044544,0.163328,0.045056,0.040864
0.045824,0.164704,0.045952,0.038624
0.044736,0.162112,0.044928,0.040096
0.043584,0.162400,0.047136,0.040160
0.042240,0.165280,0.045536,0.040704
0.040448,0.163360,0.046336,0.041184
0.041600,0.162688,0.045664,0.042272
0.045440,0.164672,0.045152,0.041024
0.040160,0.164192,0.047712,0.043520
0.042720,0.165088,0.045856,0.041568
0.042976,0.164544,0.044672,0.040768
0.042080,0.167392,0.045824,0.041312
0.042624,0.165152,0.048288,0.043488
0.042560,0.167840,0.047392,0.041824
0.040928,0.165408,0.046464,0.041536
0.041216,0.169344,0.045664,0.043520
0.038976,0.166720,0.046368,0.043584
0.042560,0.169472,0.047904,0.041568
0.038432,0.166848,0.045760,0.043008
0.039232,0.170048,0.046464,0.041664
0.040192,0.168032,0.048352,0.039904
0.039680,0.170976,0.046528,0.041472
0.038432,0.168736,0.048320,0.042592
0.040000,0.169824,0.047392,0.043456
0.044704,0.170112,0.045856,0.041408
0.039904,0.170400,0.046752,0.041440
0.039232,0.172096,0.048672,0.043040
0.047488,0.172640,0.045792,0.041344
0.045216,0.172928,0.048256,0.041696
0.045216,0.170336,0.045632,0.041024
0.044928,0.173600,0.047232,0.042784
0.043648,0.171232,0.046240,0.044704
0.045056,0.173088,0.047200,0.041760
0.041888,0.172480,0.048352,0.041856
0.042176,0.175296,0.049088,0.041152
0.046176,0.175904,0.049280,0.041888
0.043424,0.175456,0.048128,0.043424
0.044416,0.176800,0.048672,0.043872
0.042336,0.174080,0.047520,0.043008
0.044800,0.175872,0.048256,0.042752
0.043328,0.175456,0.048192,0.044256
0.041984,0.175968,0.047392,0.041664
0.041440,0.176288,0.049984,0.044576
0.040032,0.175776,0.047680,0.042400
