0.028320,0.046112,0.016672,0.015072,0.000000
0.018560,0.045152,0.016288,0.015584,0.000000
0.018976,0.051456,0.014720,0.014432,0.000000
0.018304,0.052960,0.013888,0.013280,0.000000
0.018432,0.055552,0.013920,0.013184,0.000000
0.018112,0.059552,0.013760,0.013600,0.000000
0.014464,0.068672,0.015072,0.016160,0.000000
0.015712,0.077984,0.016416,0.016320,0.000000
0.012064,0.074272,0.016192,0.013216,0.000000
0.013024,0.090560,0.016064,0.014208,0.000000
0.015904,0.094176,0.013376,0.016160,0.000000
0.010784,0.093888,0.014944,0.016736,0.000000
0.009536,0.102688,0.015232,0.016160,0.000000
0.009440,0.097504,0.016608,0.013760,0.000000
0.009248,0.095872,0.014112,0.014976,0.000000
0.007840,0.109024,0.016512,0.016544,0.000000
0.007200,0.114816,0.015392,0.014976,0.000000
0.016352,0.125184,0.017376,0.014304,0.000000
0.019072,0.123360,0.014592,0.015584,0.000000
0.015648,0.128832,0.015808,0.017088,0.000000
0.014720,0.133664,0.014976,0.013792,0.000000
0.015360,0.142656,0.017472,0.015264,0.000000
0.014720,0.145568,0.014624,0.016224,0.000000
0.012832,0.143552,0.015072,0.016160,0.000000
0.013920,0.151648,0.014816,0.015488,0.000000
0.012576,0.149952,0.015424,0.014208,0.000000
0.013024,0.159680,0.015360,0.015904,0.000000
0.012736,0.166112,0.016256,0.016320,0.000000
0.011040,0.158880,0.017312,0.015136,0.000000
0.010784,0.166784,0.016576,0.015200,0.000000
0.011104,0.173792,0.015008,0.014464,0.000000
0.014208,0.175200,0.016384,0.015968,0.000000
0.012992,0.180384,0.017120,0.015520,0.000000
0.012192,0.194048,0.016448,0.018304,0.000000
0.011424,0.199072,0.016160,0.015680,0.000000
0.011456,0.186944,0.017120,0.016256,0.000000
0.012128,0.204960,0.015968,0.018816,0.000000
0.011040,0.209280,0.017536,0.017344,0.000000
0.012320,0.210592,0.018400,0.018208,0.000000
0.010752,0.209664,0.016544,0.015968,0.000000
0.012160,0.218336,0.016352,0.017728,0.000000
0.011968,0.223232,0.018176,0.016288,0.000000
0.013216,0.229504,0.016320,0.016640,0.000000
0.011072,0.217472,0.018848,0.015872,0.000000
0.012736,0.234208,0.016960,0.016672,0.000000
0.012192,0.230656,0.017184,0.016384,0.000000
0.012352,0.244384,0.016672,0.017440,0.000000
0.015680,0.248736,0.019168,0.018336,0.000000
0.016576,0.252960,0.019232,0.017184,0.000000
0.016352,0.266272,0.019872,0.017984,0.000000
0.015456,0.256032,0.017376,0.017728,0.000000
0.014976,0.260128,0.019680,0.017184,0.000000
0.014144,0.259904,0.017824,0.018624,0.000000
0.014752,0.260096,0.018368,0.020384,0.000000
0.015392,0.279264,0.019072,0.018112,0.000000
0.014944,0.276640,0.018272,0.017824,0.000000
0.012768,0.282528,0.018336,0.017088,0.000000
0.013888,0.283360,0.018112,0.017152,0.000000
0.013152,0.294560,0.017632,0.017536,0.000000
0.013120,0.291040,0.019008,0.017120,0.000000
0.013120,0.288160,0.019040,0.017184,0.000000
0.011744,0.303680,0.019936,0.018144,0.000000
0.013632,0.301696,0.019168,0.019488,0.000000
0.016192,0.309376,0.020064,0.020320,0.000000
0.013120,0.317632,0.019360,0.018240,0.000000
0.014272,0.323296,0.019616,0.018400,0.000000
0.013408,0.330720,0.019456,0.019168,0.000000
0.016096,0.329952,0.021824,0.020096,0.000000
0.016704,0.320928,0.021088,0.019328,0.000000
0.013664,0.337568,0.020928,0.018848,0.000000
0.016352,0.344640,0.020928,0.019808,0.000000
0.013504,0.333024,0.020064,0.018656,0.000000
0.015776,0.344224,0.022336,0.020960,0.000000
0.014016,0.353088,0.019680,0.019136,0.000000
0.014624,0.358112,0.019712,0.019392,0.000000
